Unnamed: 0,key1,key2,label,partition_x,pauthor_1,ptitle_1,pyear_1,pid_1,pkey_1,ptype_id_1,pjournal_id_1,pbooktitle_id_1,pjournalfull_id_1,pbooktitlefull_id_1,partition_y,pauthor_2,ptitle_2,pyear_2,pid_2,pkey_2,ptype_id_2,pjournal_id_2,pbooktitle_id_2,pjournalfull_id_2,pbooktitlefull_id_2,partition,title_sim,author_jaccard,year_diff,same_journal,same_booktitle,same_ptype,first_author_match,title_len_diff,shared_title_words,same_year,author_count_1,author_count_2,author_count_diff,title_jaccard
6483,conf/dfn/Bruggemann-KleinJKSSWS01,conf/ercimdl/BernardBFKKRSS10,True,5,anne brüggemann-klein|eike jessen|reiner kallenborn|thomas schöpf|martin stumpf|ricarda weber|irina sens,chablis - eine abrechnungs- und zahlungsinfrastruktur für digitale bibliotheken.,2001,180001,conf/dfn/Bruggemann-KleinJKSSWS01,1,0,1688,0,1688,1,jürgen bernard|jan brase|dieter w. fellner|oliver koepler|jörn kohlhammer|tobias ruppert|tobias schreck|irina sens,a visual digital library approach for time-oriented scientific primary data.,2010,216908,conf/ercimdl/BernardBFKKRSS10,1,0,776,0,776,2,0.0,0.07142857142857142,9,1,0,1,0,4,0,0,7,8,1,0.0
6484,journals/ijdmb/MidicDO07,conf/hpca/MooreBMHW06,False,6,uros midic|a. keith dunker|zoran obradovic,exploring alternative knowledge representations for protein secondary-structure prediction.,2007,2345677,journals/ijdmb/MidicDO07,1,505,5,505,5,2,kevin e. moore|jayaram bobba|michelle j. moravan|mark d. hill|david a. wood,logtm: log-based transactional memory.,2006,296900,conf/hpca/MooreBMHW06,4,0,2141,0,2141,3,0.0,0.0,1,0,0,0,0,53,0,0,3,5,2,0.0
6485,journals/jsyml/CichonKMW00,conf/sofsem/CichonKW08,True,4,jacek cichon|adam krawczyk|barbara majcher-iwanow|bogdan weglorz,dualization of the van douwen diagram.,2000,2133031,journals/jsyml/CichonKMW00,3,155,5,155,0,1,jacek cichon|miroslaw kutylowski|bogdan weglorz,short ballot assumption and threeballot voting protocol.,2008,718125,conf/sofsem/CichonKW08,1,0,5,0,0,1,0.0,0.4,8,0,1,0,1,18,0,0,4,3,1,0.0
6486,conf/ftrtft/BoerTRH96,conf/vstte/Roever05,True,6,frank s. de boer|h. tej|willem p. de roever|m. van hulst,compositionality in real-time shared variable concurrency.,1996,258600,conf/ftrtft/BoerTRH96,1,0,1689,0,1689,4,willem-paul de roever,a perspective on program verification.,2005,857183,conf/vstte/Roever05,1,0,2548,0,2548,4,0.0,0.0,9,1,0,1,0,20,0,0,4,1,3,0.0
6487,journals/ijmms/WhitleyNF06,conf/bpm/BazijanecT06,False,8,kirsten n. whitley|laura r. novick|doug fisher,evidence in favor of visual representation for the dataflow paradigm: an experiment testing labview's comprehensibility.,2006,2032953,journals/ijmms/WhitleyNF06,1,435,5,435,0,2,bettina bazijanec|klaus turowski,b2b protocol construction as a basis for integration architecture configuration.,2006,80689,conf/bpm/BazijanecT06,1,0,5,0,0,2,0.0,0.0,0,0,1,1,0,40,1,1,3,2,1,0.041666666666666664
6488,journals/comcom/MohanM99,journals/ton/ZhaoG08,True,3,gurusamy mohan|c. siva ram murthy,efficient algorithms for wavelength rerouting in wdm multi-fiber unidirectional ring networks.,1999,1887856,journals/comcom/MohanM99,3,76,5,76,5,4,qun zhao|mohan gurusamy,lifetime maximization for connected target coverage in wireless sensor networks.,2008,2277504,journals/ton/ZhaoG08,3,108,5,108,5,2,0.03762917625116897,0.0,9,0,1,1,0,14,3,0,2,2,0,0.16666666666666666
6489,journals/jdi/RedfernLAPHK02,conf/ijcai/LanglotzFTWS85,True,5,r. o. redfern|curtis p. langlotz|s. b. abbuhl|m. polansky|steven c. horii|h. i. kundel,the effect of pacs on the time required for technologists to produce radiographic images in the emergency department radiology suite.,2002,2337501,journals/jdi/RedfernLAPHK02,1,454,5,454,5,3,curtis langlotz|lawrence m. fagan|samson w. tu|john williams|branimir sikic,onyx: an architecture for planning in uncertain environments.,1985,458830,conf/ijcai/LanglotzFTWS85,4,0,5,0,5,3,0.0,0.0,17,0,1,0,0,72,2,0,6,5,1,0.08333333333333333
6490,conf/hpdc/SotomayorKF08,conf/grid/KeaheyDF04,True,2,borja sotomayor|kate keahey|ian t. foster,combining batch execution and leasing using virtual machines.,2008,299776,conf/hpdc/SotomayorKF08,1,0,317,0,317,1,katarzyna keahey|karl doering|ian t. foster,from sandbox to playground: dynamic virtual environments in the grid.,2004,277526,conf/grid/KeaheyDF04,1,0,1466,0,1466,3,0.0930604665111399,0.2,4,1,0,1,0,8,1,0,3,3,0,0.058823529411764705
6491,conf/dexa/Chundi0R05,conf/icip/ZhangC08b,False,2,parvathi chundi|rui zhang 0004|daniel j. rosenkrantz,efficient algorithms for constructing time decompositions of time stamped documents.,2005,176060,conf/dexa/Chundi0R05,1,0,65,0,65,2,rui zhang|guy côté,accurate parameter estimation and efficient fade detection for weighted prediction in h.264 video compression.,2008,379977,conf/icip/ZhangC08b,1,0,365,0,365,4,0.05243069263901748,0.0,3,1,0,1,0,26,2,0,3,2,1,0.09523809523809523
6492,conf/saso/Taylor08,conf/ACMdis/TaylorC10,False,7,nick taylor,personal espace and personal smart spaces.,2008,817846,conf/saso/Taylor08,1,0,1690,0,1690,1,nick taylor 0002|keith cheverst,creating a rural community display with local engagement.,2010,6426,conf/ACMdis/TaylorC10,1,0,1690,0,1690,4,0.0,0.0,2,1,1,1,0,15,0,0,1,2,1,0.0
6496,journals/cleiej/Sandoval04,conf/ifsa/MendozaMCL07,True,6,guillermo licea sandoval,a development platform and execution environment for mobile applications.,2004,1878537,journals/cleiej/Sandoval04,3,305,5,305,5,1,olivia mendoza|patricia melin|oscar castillo|guillermo licea,type-2 fuzzy logic for improving training data and response integration in modular neural networks for image recognition.,2007,454339,conf/ifsa/MendozaMCL07,1,0,5,0,5,2,0.0,0.0,3,0,1,0,0,48,2,0,1,4,3,0.08695652173913043
6497,journals/bc/MahaniW06,journals/bc/MahaniKLW06,True,4,alireza s. mahani|ralf wessel,iterative cooperation between parallel pathways for object and background motion.,2006,1837718,journals/bc/MahaniW06,3,254,5,254,5,2,alireza s. mahani|reza khanbabaie|harald luksch|ralf wessel,sparse spatial sampling for the computation of motion in multiple stages.,2006,1837534,journals/bc/MahaniKLW06,3,254,5,254,5,1,0.10456607371382223,0.5,0,1,1,1,1,8,1,1,2,4,2,0.05
6498,journals/tse/BandinelliNF96,conf/soda/ChudakS99,False,5,sergio bandinelli|elisabetta di nitto|alfonso fuggetta,supporting cooperation in the spade-1 environment.,1996,2282449,journals/tse/BandinelliNF96,3,29,696,29,696,3,fabián a. chudak|david b. shmoys,improved approximation algorithms for a capacitated facility location problem.,1999,715944,conf/soda/ChudakS99,1,0,696,0,696,3,0.0,0.0,3,0,1,0,0,28,0,0,3,2,1,0.0
6499,conf/apl/Girardot91,conf/tools/PortoSC98,False,1,jean-jacques girardot,apl as an embedded language: the ultimate application?,1991,51870,conf/apl/Girardot91,1,0,1268,0,1268,3,fabio porto|mauricio j. v. silva|sergio r. carvalho,object life-cycles in active relational databases.,1998,800531,conf/tools/PortoSC98,1,0,2550,0,2550,3,0.0,0.0,7,1,0,1,0,4,0,0,1,3,2,0.0
6500,journals/mansci/HoetkerSM07,conf/msr/BirdGDSH07,True,7,glenn hoetker|anand swaminathan|will mitchell,modularity and the impact of buyer - supplier relationships on the survival of suppliers.,2007,2403587,journals/mansci/HoetkerSM07,3,141,5,141,5,3,christian bird|alex gourley|premkumar t. devanbu|anand swaminathan|greta hsu,open borders? immigration in open source projects.,2007,597358,conf/msr/BirdGDSH07,1,0,305,0,305,1,0.0,0.14285714285714285,0,0,0,0,0,39,0,1,3,5,2,0.0
6501,conf/trec/XuYWLCLYCB02,conf/icebe/ZhangG005,False,8,hongbo xu|zhifeng yang|bin wang|bin liu|jun cheng|yue liu|zhe yang 0002|xueqi cheng|shuo bai,trec 11 experiments at cas-ict: filtering and web.,2002,738969,conf/trec/XuYWLCLYCB02,1,0,531,0,531,3,dalu zhang|fang gao|zhe yang 0003,a rumor-spreading model of service advertisement forwarding in decentralized e-commerce.,2005,356217,conf/icebe/ZhangG005,1,0,5,0,5,3,0.0,0.0,3,1,0,1,0,38,0,0,9,3,6,0.0
6503,conf/kes/BrinkeSB04,journals/prl/PunS96,True,8,walter ten brinke|david mcg. squire|john bigelow,"similarity: measurement, ordering and betweenness.",2004,556445,conf/kes/BrinkeSB04,3,0,262,0,262,2,thierry pun|david squire,statistical structuring of pictorial databases for content-based image retrieval systems.,1996,2187835,journals/prl/PunS96,3,75,5,75,5,2,0.0,0.0,8,0,0,1,0,39,0,0,3,2,1,0.0
6504,tr/ibm/IWBS105,conf/conpar/BemmerlHL90,False,5,thomas ludwig|arne pott,rule rewriting techniken zur globalen optimierung von fll-programmen,1989,2420703,tr/ibm/IWBS105,1,156,5,156,5,4,thomas bemmerl|olav hansen|thomas ludwig 0002,patop for performance tuning of parallel programs.,1990,135261,conf/conpar/BemmerlHL90,1,0,2551,0,2551,2,0.0,0.0,1,0,0,1,0,18,0,0,2,3,1,0.0
6505,conf/iceis/ReisM01,conf/iberamia/LopesMNC02,True,3,joaquim reis|nuno j. mamede,multi-agent dynamic scheduling and re-scheduling with global temporal constraints.,2001,359005,conf/iceis/ReisM01,1,0,1017,0,1017,3,fernando lopes|nuno j. mamede|augusto q. novais|helder coelho,negotiation among autonomous computational agents.,2002,307182,conf/iberamia/LopesMNC02,1,0,356,0,356,3,0.0,0.2,1,1,0,1,0,32,0,0,2,4,2,0.0
6508,journals/jasis/HuangSCL07,conf/icalt/KarampiperisS05a,False,6,chun-yao huang|yung-cheng shen|i-ping chiang|chen-shun lin,characterizing web users' online information behavior.,2007,2084013,journals/jasis/HuangSCL07,3,355,5,355,0,4,pythagoras karampiperis|demetrios g. sampson,towards next generation activity-based web-based educational systems.,2005,316680,conf/icalt/KarampiperisS05a,1,0,5,0,5,3,0.09355768345087435,0.0,2,0,1,0,0,15,0,0,4,2,2,0.0
6509,conf/complex/DehmerE09,journals/interactions/BloomerCW97,False,5,matthias dehmer|frank emmert-streib,towards network complexity.,2009,881417,conf/complex/DehmerE09,1,0,5,0,0,3,sarah a. bloomer|rachel croft|lloyd wright,collaborative design workshops: a case study.,1997,2050284,journals/interactions/BloomerCW97,3,676,5,676,0,4,0.0,0.0,12,0,1,0,0,18,0,0,2,3,1,0.0
6510,conf/icse/Wasylkowski07,conf/pldi/WuMPOH99,False,3,andrzej wasylkowski,mining object usage models.,2007,428727,conf/icse/Wasylkowski07,1,0,594,0,594,4,le-chun wu|rajiv mirani|harish patil|bruce olsen|wen-mei w. hwu,a new framework for debugging globally optimized code.,1999,636196,conf/pldi/WuMPOH99,1,0,594,0,594,2,0.0,0.0,8,1,1,1,0,27,0,0,1,5,4,0.0
6511,conf/icadl/PuspitasariLGCZSTCL07,conf/icdm/KangSZH04,False,6,fiftarina puspitasari|ee-peng lim|dion hoe-lian goh|chew-hung chang|jun zhang|aixin sun|yin leng theng|kalyani chatterjea|yuanyuan li,social navigation in digital libraries by bookmarking.,2007,310794,conf/icadl/PuspitasariLGCZSTCL07,1,0,1571,0,1571,1,dae-ki kang|adrian silvescu|jun zhang 0002|vasant honavar,generation of attribute value taxonomies from data for data-driven construction of accurate and compact classifiers.,2004,353968,conf/icdm/KangSZH04,1,0,5,0,5,3,0.0,0.0,3,1,0,1,0,62,0,0,9,4,5,0.0
6512,conf/cig/BjornssonEHS05,conf/teletraffic/LiBHH07,True,3,yngvi björnsson|markus enzenberger|robert c. holte|jonathan schaeffer,fringe search: beating a* at pathfinding on game maps.,2005,803778,conf/cig/BjornssonEHS05,1,0,1691,0,1691,4,yuxi li|baochun bai|janelle j. harms|robert holte,stable and robust multipath oblivious routing for traffic engineering.,2007,827413,conf/teletraffic/LiBHH07,1,0,2552,0,2552,3,0.0,0.0,2,1,0,1,0,16,0,0,4,4,0,0.0
6514,journals/entcs/KumarM05,journals/entcs/MercerMY02,True,6,rahul kumar|eric g. mercer,load balancing parallel explicit state model checking.,2005,1973382,journals/entcs/KumarM05,3,126,5,126,0,2,eric mercer|chris j. myers|tomohiro yoneda,modular synthesis of timed circuits using partial order reduction.,2002,1973686,journals/entcs/MercerMY02,3,126,5,126,0,1,0.0,0.0,3,1,1,1,0,12,0,0,2,3,1,0.0
6515,journals/cga/DubnovBELW02,conf/ecml/DerbekoEM02,True,4,shlomo dubnov|ziv bar-joseph|ran el-yaniv|dani lischinski|michael werman,synthesizing sound textures through wavelet tree learning.,2002,1870933,journals/cga/DubnovBELW02,3,257,5,257,5,1,philip derbeko|ran el-yaniv|ron meir,variance optimized bagging.,2002,201833,conf/ecml/DerbekoEM02,1,0,2523,0,2523,4,0.0,0.14285714285714285,0,0,0,0,0,31,0,1,5,3,2,0.0
6516,conf/wg/GrandoniI04,journals/tc/BarsiGM76,False,2,fabrizio grandoni|giuseppe f. italiano,decremental clique problem.,2004,772861,conf/wg/GrandoniI04,1,0,5,0,5,2,ferruccio barsi|fabrizio grandoni 0002|piero maestrini,a theory of diagnosability of digital systems.,1976,2226217,journals/tc/BarsiGM76,3,103,5,103,0,4,0.0,0.0,28,0,1,0,0,19,0,0,2,3,1,0.0
6517,conf/csie/WangMLWL09,conf/cso/LiWYW09,True,8,jingling wang|yan ma|chuanzhen li|hui wang|jianbo liu,an efficient multi-object tracking method using multiple particle filters.,2009,894632,conf/csie/WangMLWL09,1,0,1692,0,1692,1,chuanzhen li|jingling wang|long ye|hui wang,a novel method of dynamic textures analysis and synthesis.,2009,893723,conf/cso/LiWYW09,1,0,372,0,372,1,0.0991397640450132,0.5,0,1,0,1,0,16,1,1,5,4,1,0.058823529411764705
6518,journals/jcisd/HouX04,journals/appml/JiangLX05,True,4,tingjun hou|xiaojie xu,"adme evaluation in drug discovery. 3. modeling blood-brain barrier partitioning using simple molecular descriptors [j. chem. inf. comput. sci. 43, 2137-2152 (2003)]",2004,2095434,journals/jcisd/HouX04,3,302,5,302,5,2,daqing jiang|huizhao liu|xiaojie xu,nonresonant singular fourth-order boundary value problems.,2005,1830245,journals/appml/JiangLX05,3,132,5,132,5,1,0.0,0.25,1,0,1,1,0,106,0,0,2,3,1,0.0
6520,journals/disopt/AchterbergB07,journals/iandc/HallR67,False,7,tobias achterberg|timo berthold,improving the feasibility pump.,2007,2377450,journals/disopt/AchterbergB07,3,506,5,506,5,2,c. d. hall|h. c. ratz,the automatic design of fractional factorial experiments for adaptive process optimization,1967,1999881,journals/iandc/HallR67,3,449,5,449,5,3,0.0,0.0,40,0,1,1,0,59,1,0,2,2,0,0.07142857142857142
6521,journals/jetc/PaulFOL07,conf/vlsid/ChoiPR02,True,2,bipul c. paul|shinobu fujita|masaki okajima|thomas lee,prospect of ballistic cnfet in high performance applications: modeling and analysis.,2007,2110659,journals/jetc/PaulFOL07,1,507,705,507,705,1,seung hoon choi|bipul chandra paul|kaushik roy,dynamic noise analysis with capacitive and inductive coupling.,2002,755009,conf/vlsid/ChoiPR02,1,0,705,0,705,2,0.04684449048326985,0.0,5,0,1,1,0,22,1,0,4,3,1,0.05555555555555555
6522,journals/jasis/ChenNMS97,journals/ieeesp/MoranM10,False,4,hsinchun chen|tobun d. ng|joanne martinez|bruce r. schatz,a concept space approach to addressing the vocabulary problem in scientific information retrieval: an experiment on the worm community system.,1997,2082218,journals/jasis/ChenNMS97,3,362,5,362,5,4,tal moran|tyler moore,the phish-market protocol: secure sharing between competitors.,2010,2007738,journals/ieeesp/MoranM10,3,378,5,378,5,1,0.0,0.0,13,0,1,1,0,80,1,0,4,2,2,0.04
6523,journals/algorithmica/FeigenbaumKZ04,journals/jib/ZhangZEL07,False,5,joan feigenbaum|sampath kannan|jian zhang 0004,computing diameter in the streaming and sliding-window models.,2004,1823616,journals/algorithmica/FeigenbaumKZ04,3,399,5,399,0,1,jian zhang 0008|zhiyuan zhao|jennifer evershed|guoying li,monophyletic clustering and characterization of protein families.,2007,2377347,journals/jib/ZhangZEL07,6,386,5,386,5,2,0.0,0.0,3,0,1,0,0,3,1,0,3,4,1,0.07142857142857142
6524,journals/pr/GuoC99,journals/jei/LiC03,True,3,linfeng guo|opas chutatape,influence of discretization in image space on hough transform.,1999,2180924,journals/pr/GuoC99,3,109,5,109,0,1,huiqi li|opas chutatape,automatic detection and boundary estimation of the optic disk in retinal images using a model-based approach.,2003,2414603,journals/jei/LiC03,3,124,5,124,0,3,0.0,0.3333333333333333,4,0,1,1,0,47,2,0,2,2,0,0.08695652173913043
6526,journals/npl/ChengHT09,journals/jpdc/LiASTW97,False,5,long cheng|zeng-guang hou|min tan,a simplified neural network for linear matrix inequality problems.,2009,2168544,journals/npl/ChengHT09,1,363,5,363,0,1,yan alexander li|john k. antonio|howard jay siegel|min tan 0002|daniel w. watson,determining the execution time distribution for a data parallel program in a heterogeneous computing environment.,1997,2121474,journals/jpdc/LiASTW97,1,157,5,157,0,4,0.0,0.0,12,0,1,1,0,47,2,0,3,5,2,0.09523809523809523
6527,conf/cikm/WangSWA08,conf/wg/WiegersM88,False,2,yang wang 0011|huaiming song|weiping wang 0005|mingyuan an,a microscopic view on community detection in complex networks.,2008,113258,conf/cikm/WangSWA08,1,0,782,0,782,2,manfred wiegers|burkhard monien,bandwidth and profile minimization.,1988,773171,conf/wg/WiegersM88,1,0,782,0,782,3,0.0,0.0,20,1,1,1,0,27,0,0,4,2,2,0.0
6528,journals/entcs/BorgesM07,conf/icst/BertoliniPdM09,True,3,rafael magalhães borges|alexandre cabral mota,integrating uml and formal methods.,2007,1975132,journals/entcs/BorgesM07,3,126,5,126,5,1,cristiano bertolini|glaucia peres|marcelo d'amorim|alexandre mota,an empirical evaluation of automated black box testing techniques for crashing guis.,2009,847406,conf/icst/BertoliniPdM09,1,0,561,0,561,2,0.0,0.0,2,0,0,0,0,49,0,0,2,4,2,0.0
6530,journals/debu/GruningerHM08,conf/chi/FrohlichH96,False,7,michael grüninger|richard hull|sheila a. mcilraith,a short overview of flows: a first-order logic ontology for web services.,2008,1946837,journals/debu/GruningerHM08,1,181,5,181,5,2,david frohlich|richard hull 0002,the usability of scribble matching.,1996,103630,conf/chi/FrohlichH96,1,0,578,0,578,3,0.0,0.0,12,0,0,1,0,38,1,0,3,2,1,0.06666666666666667
6531,journals/talg/Williams10,conf/stoc/VassilevskaW06,True,2,virginia vassilevska williams,nondecreasing paths in a weighted graph or: how to optimally read a train schedule.,2010,2225386,journals/talg/Williams10,3,242,5,242,5,4,virginia vassilevska|ryan williams,"finding a maximum weight triangle in n3-delta time, with applications.",2006,730756,conf/stoc/VassilevskaW06,3,0,1193,0,1193,2,0.0,0.0,4,0,0,1,0,13,2,0,1,2,1,0.09523809523809523
6533,journals/dt/Sangiovanni-VincentelliSSYM09,conf/nas/0005Z007,False,4,alberto l. sangiovanni-vincentelli|sandeep k. shukla|janos sztipanovits|guang yang 0004|deepak mathaikutty,metamodeling: an emerging representation paradigm for system-level design.,2009,1962868,journals/dt/Sangiovanni-VincentelliSSYM09,3,91,174,91,174,3,guang yang 0005|jingli zhou|chao liu 0004,implementation and performance evaluation of an iscsi-based storage virtualization.,2007,889064,conf/nas/0005Z007,1,0,276,0,276,2,0.0,0.0,2,0,0,0,0,9,1,0,5,3,2,0.0625
6535,journals/bioinformatics/LallM07,journals/isb/VoitML04,True,2,raman lall|julie mitchell,metal reduction kinetics in shewanella.,2007,1845121,journals/bioinformatics/LallM07,3,61,5,61,5,2,eberhard o. voit|simeone marino|raman lall,challenges for the identification of biological systems from in vivo time series data.,2004,2063629,journals/isb/VoitML04,3,328,5,328,5,2,0.0,0.25,3,0,1,1,0,47,1,0,2,3,1,0.058823529411764705
6537,journals/ijmi/HejaSLPG07,journals/jfr/FletcherTOMKHLMCHNK08,False,4,gergely héja|györgy surján|gergely lukácsy|peter pallinger|miklós gergely,galen based formal representation of icd10.,2007,2394608,journals/ijmi/HejaSLPG07,3,0,5,0,5,1,luke fletcher|seth j. teller|edwin olson|david moore|yoshiaki kuwata|jonathan p. how|john j. leonard|isaac miller|mark campbell|dan huttenlocher|aaron nathan|frank-robert kline,the mit-cornell collision and why it happened.,2008,2385804,journals/jfr/FletcherTOMKHLMCHNK08,3,0,5,0,5,4,0.0,0.0,1,1,1,1,0,3,0,0,5,12,7,0.0
6538,journals/ijhpca/CasanovaBSB01,journals/ijet/BianchiVV10,False,5,henri casanova|thomas m. bartol|joel r. stiles|francine berman,distributing mcell simulations on the grid.,2001,2400769,journals/ijhpca/CasanovaBSB01,3,508,5,508,5,1,stefano bianchi|gianni vercelli|giuliano vivanet,digital libraries and educational resources: the aquaring semantic approach.,2010,2412865,journals/ijet/BianchiVV10,3,595,5,595,5,1,0.0,0.0,9,0,1,1,0,33,1,0,4,3,1,0.07142857142857142
6539,journals/ase/AntkiewiczBC09,conf/sle/BartolomeiCLS09,True,2,michal antkiewicz|thiago t. bartolomei|krzysztof czarnecki,fast extraction of high-quality framework-specific models from application code.,2009,1837274,journals/ase/AntkiewiczBC09,3,509,5,509,5,3,thiago tonelli bartolomei|krzysztof czarnecki|ralf lämmel|tijs van der storm,study of an api migration for two xml apis.,2009,876133,conf/sle/BartolomeiCLS09,1,0,2531,0,2531,2,0.0,0.16666666666666666,0,0,0,0,0,37,1,1,3,4,1,0.058823529411764705
6541,conf/ijcnn/ZhangCCC08,conf/cw/JiangCSC08,False,1,yunong zhang|zenghai chen|ke chen 0004|binghuang cai,zhang neural network without using time-derivative information for constant and time-varying matrix inversion.,2008,464289,conf/ijcnn/ZhangCCC08,4,0,80,0,80,2,jinhua jiang|gang chen|lidan shou|ke chen 0005,efficient holistic twig join algorithm on xml documents with optimization rules and index.,2008,154941,conf/cw/JiangCSC08,1,0,950,0,950,1,0.0,0.0,0,1,0,0,0,20,1,1,4,4,0,0.04
6542,journals/tifs/RyanBHSX09,journals/isb/VoitML04,False,7,peter y. a. ryan|david bismark|james heather|steve schneider|zhe xia,prêt à voter: a voter-verifiable voting system.,2009,2370444,journals/tifs/RyanBHSX09,3,0,5,0,0,3,eberhard o. voit|simeone marino|raman lall,challenges for the identification of biological systems from in vivo time series data.,2004,2063629,journals/isb/VoitML04,3,328,5,328,5,2,0.0,0.0,5,0,1,1,0,39,0,0,5,3,2,0.0
6544,journals/tsp/YaghoobiDD09,journals/tit/BlumensathD09,True,1,mehrdad yaghoobi|laurent daudet|mike e. davies,parametric dictionary design for sparse coding.,2009,2351287,journals/tsp/YaghoobiDD09,6,0,5,0,5,1,thomas blumensath|michael e. davies,sampling theorems for signals from the union of finite-dimensional linear subspaces.,2009,2262261,journals/tit/BlumensathD09,6,0,5,0,5,3,0.0,0.0,0,1,1,1,0,37,1,1,3,2,1,0.0625
6545,conf/esop/PottierSS01,journals/jcisd/SmithJF81,False,8,françois pottier|christian skalka|scott f. smith,a systematic approach to static access control.,2001,221260,conf/esop/PottierSS01,4,0,168,0,168,2,scott f. smith 0003|william l. jorgensen|philip l. fuchs,pulsar: a personalized microcomputer-based system for keyword search and retrieval of literature information.,1981,2096998,journals/jcisd/SmithJF81,1,26,168,26,168,1,0.0,0.0,20,0,1,0,0,62,1,0,3,3,0,0.05263157894736842
6546,journals/jcc/SchwarzlTSF02,conf/wecwis/KiesslingFD04,False,3,sonja m. schwarzl|thomas b. tschopp|jeremy c. smith|stefan fischer 0004,can the calculation of ligand binding free energies be improved with continuum solvent electrostatics and an ideal-gas entropy correction?.,2002,2092064,journals/jcc/SchwarzlTSF02,3,7,1513,7,1513,3,werner kießling|stefan fischer 0003|sven döring,cosimab2b - sales automation for e-procurement.,2004,770593,conf/wecwis/KiesslingFD04,1,0,1218,0,1218,2,0.0,0.0,2,0,0,0,0,92,0,0,4,3,1,0.0
6548,journals/compsec/SolmsS01,journals/compsec/Solms98,True,6,basie von solms|rossouw von solms,incremental information security certification.,2001,1892185,journals/compsec/SolmsS01,3,277,5,277,5,4,sebastiaan h. von solms,electronic commerce with secure intelligent trade agents.,1998,1892179,journals/compsec/Solms98,3,277,5,277,5,3,0.0,0.0,3,1,1,1,0,10,0,0,2,1,1,0.0
6549,reference/mm/TriantafyllidisGS06,conf/icip/MalassiotisTMGGS01,True,7,george a. triantafyllidis|nikolaos grammalidis|michael g. strintzis,coding of stereoscopic and 3d images and video.,2006,2421761,reference/mm/TriantafyllidisGS06,6,0,1693,0,1693,2,sotiris malassiotis|filareti tsalakanidou|nikolaos mavridis|venetia giagourta|nikos grammalidis|michael g. strintzis,a face and gesture recognition system based on an active stereo sensor.,2001,374082,conf/icip/MalassiotisTMGGS01,1,0,246,0,246,3,0.0,0.125,5,1,0,0,0,24,1,0,3,6,3,0.05555555555555555
6551,conf/icppw/DesaiBL08,conf/csse/BoLXJ08,False,1,narayan desai|rick bradshaw|ewing l. lusk,disparity: scalable anomaly detection for clusters.,2008,408082,conf/icppw/DesaiBL08,1,0,1694,0,1694,2,chen bo|wang le|gao xiu-e|yan juanjuan,design and implementation of quantitative nutritional guidance system for pregnant woman.,2008,867905,conf/csse/BoLXJ08,1,0,2056,0,2056,3,0.0,0.0,0,1,0,1,0,38,1,1,3,4,1,0.0625
6552,journals/jsyml/Koletsos85,conf/icassp/HaradaS09,False,6,george koletsos,church-rosser theorem for typed functional systems.,1985,2134148,journals/jsyml/Koletsos85,6,155,5,155,5,2,koji harada|hideaki sakai,blind subspace-based channel estimation using the em algorithm.,2009,899247,conf/icassp/HaradaS09,6,0,5,0,5,4,0.0,0.0,24,0,1,1,0,12,0,0,1,2,1,0.0
6553,conf/iesa/WangHWH09,conf/cvpr/LiWLBL10,False,7,chong wang 0004|keqing he|jian wang|yangfan he,using mpmr to support developing web service applications for enterprises.,2009,905258,conf/iesa/WangHWH09,1,0,1021,0,1021,2,li-jia li|chong wang|yongwhan lim|david m. blei|fei-fei li 0002,building and using a semantivisual image hierarchy.,2010,154257,conf/cvpr/LiWLBL10,1,0,1235,0,1235,4,0.0424575733711133,0.0,1,1,0,1,0,23,1,0,4,5,1,0.0625
6554,conf/kdd/BarringtonOTL09,conf/icassp/GriffinKT10,True,6,luke barrington|damien o'malley|douglas turnbull|gert r. g. lanckriet,user-centered design of a social game to tag music.,2009,555969,conf/kdd/BarringtonOTL09,1,0,1695,0,1695,2,garth griffin|youngmoo e. kim|douglas turnbull,beat-sync-mash-coder: a web application for real-time creation of beat-synchronous music mashups.,2010,901718,conf/icassp/GriffinKT10,1,0,394,0,394,2,0.09158483707190587,0.16666666666666666,1,1,0,1,0,46,2,0,4,3,1,0.1111111111111111
6555,journals/sigops/FernandessFM07,conf/opodis/SevillaMLLMA10,True,4,yaacov fernandess|antonio fernández|maxime monod,a generic theoretical framework for modeling gossip-based algorithms.,2007,2212800,journals/sigops/FernandessFM07,1,498,5,498,5,4,andrés sevilla|alberto mozo|m. araceli lorenzo|josé luis lópez-presa|pilar manzano|antonio fernández anta,biased selection for building small-world networks.,2010,613910,conf/opodis/SevillaMLLMA10,4,0,584,0,584,2,0.0,0.0,3,0,0,0,0,18,1,0,3,6,3,0.07692307692307693
6556,conf/cnhpca/YuZF09,conf/icica/FuWZPL10,True,1,shuhua yu|jianlin zhang|chunjuan fu,sharing university resources based on grid portlet.,2009,903213,conf/cnhpca/YuZF09,1,0,1696,0,1696,2,jianqing fu|jiyi wu|jianlin zhang|lingdi ping|zhuo li,a novel ahp and gra based handover decision mechanism in heterogeneous wireless networks.,2010,914273,conf/icica/FuWZPL10,1,0,1696,0,1696,2,0.02655209657695584,0.14285714285714285,1,1,1,1,0,38,1,0,3,5,2,0.05263157894736842
