pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
antonio vallecillo|nora koch|cristina cachero|sara comai|piero fraternali|irene garrigós|jaime gómez|gerti kappel|alexander knapp|maristella matera|santiago meliá|nathalie moreno|birgit pröll|thomas reiter|werner retschitzegger|josé eduardo rivera|andrea schauerhuber|wieland schwinger|manuel wimmer|gefei zhang,,mdwenet: a practical approach to achieving interoperability of model-driven web engineering methods.,2007,,,,436170,conf/icwe/VallecilloKCCFGGKKMMMPRRRSSWZ07,1,0,1966,0,1966,2
feng gao|michael damsgaard|john rasmussen|søren tørholm christensen,,computational method for muscle-path representation in musculoskeletal models.,2002,,,,1837430,journals/bc/GaoDRC02,3,254,5,254,0,2
rory bernard|richard crowder|ian heath|wendy hall,,authoring a large scale industrial hypermedia application: a case study.,1995,,,,545196,conf/iwhd/BernardCHH95,1,0,1967,0,1967,2
seyed mahmood hejazi|mourad debbabi|chamseddine talhi,,automated windows memory file extraction for cyber forensics investigation.,2008,,,,2373971,journals/jdfp/HejaziDT08,3,571,5,571,5,2
kostas e. psannis|marios g. hadjinicolaou,,a new methodology for implementing interactive operations of mpeg-2 compressed video.,2001,,,,173753,conf/dcv/PsannisH01,1,0,1968,0,1968,2
chitra dorai|anil k. jain,,cosmos-a representation scheme for free-form surfaces.,1995,,,,343492,conf/iccv/DoraiJ95,1,0,313,0,313,2
tayfun gürel|ulrich egert|steffen kandler|luc de raedt|stefan rotter,,predicting spike activity in neuronal cultures.,2007,,,,462628,conf/ijcnn/GurelEKRR07,3,0,80,0,80,2
renato fernandes hentschke|jagannathan narasimhan|marcelo o. johann|ricardo reis,,maze routing steiner trees with delay versus wire length tradeoff.,2009,,,,2291512,journals/tvlsi/HentschkeNJR09,3,13,5,13,0,2
stefan fenz|gernot goluch|andreas ekelhart|bernhard riedl|edgar r. weippl,,information security fortification by ontological mapping of the iso/iec 27001 standard.,2007,,,,645210,conf/prdc/FenzGERW07,1,0,5,0,5,2
anke thede|albrecht schmidt|christian merz,,integration von transportdaten in den e-commerce workflow.,2001,,,,270768,conf/gi/ThedeSM01,1,0,25,0,25,2
jian-long tang|en li|zeng-guang hou|qi zuo|zi-ze liang|min tan,,neural network based modeling for oil well pressure data compensation system.,2006,,,,366990,conf/icic/TanglHZLT06,1,0,5,0,5,2
ingo müller|peter braun|ryszard kowalczyk,,design patterns for agent-based service composition in theweb.,2005,,,,652423,conf/qsic/MullerBK05,4,0,109,0,109,2
carlos baquero|nuno lopes,,towards peer-to-peer content indexing.,2003,,,,2211994,journals/sigops/BaqueroL03,3,498,5,498,5,2
helena sofia andrade n. p. pinto|joão pavão martins,,a methodology for ontology integration.,2001,,,,554052,conf/kcap/PintoM01,1,0,5,0,5,2
sérgio soares|paulo borba,,concurrency control with java and relational databases.,2002,,,,132501,conf/compsac/SoaresB02,1,0,140,0,140,2
jing-ho yan|gerard j. chang|sandra mitchell hedetniemi|stephen t. hedetniemi,,k-path partitions in trees.,1997,,,,1938784,journals/dam/YanCHH97,3,283,755,283,755,2
bernadette power|geoff w. hamilton,,declassification: transforming java programs to remove intermediate classes.,2005,,,,675145,conf/scam/PowerH05,4,0,1981,0,1981,2
alan c. hindmarsh|radu serban,,sundials equation solvers.,2007,,,,2356598,journals/scholarpedia/HindmarshS07,6,570,5,570,5,2
andreas birk|gerald heller|isabel john|klaus schmid|thomas von der maßen|klaus müller,,product line engineering: the state of the practice.,2003,,,,2217630,journals/software/BirkHJSMM03,3,288,5,288,5,2
brian curtin,,algebraic characterizations of graph regularity conditions.,2005,,,,1943175,journals/dcc/Curtin05,1,224,884,224,884,2
gan zheng|shaodan ma|kai-kit wong|tung-sang ng,,robust beamforming in cognitive radio.,2010,,,,2355194,journals/twc/ZhengMWN10,3,0,5,0,5,2
xiaohai wu|changge qiao|xianlong hong,,design and optimization of power/ground network for cell-based vlsis with macro cells.,1999,,,,61804,conf/aspdac/WuQH99,1,0,21,0,21,2
carl bracken|eimear byrne|nadya markin|gary mcguire,,fourier spectra of binomial apn functions,2008,,,,1915552,journals/corr/abs-0803-3781,1,5,5,5,5,2
gaoyong luo,,real-time image wavelet coding for low bit rate transmission.,2006,,,,884949,conf/sigmap/Luo06,1,0,1983,0,1983,2
roberto uribe paredes|gonzalo navarro,,egnat: a fully dynamic metric access method for secondary memory.,2009,,,,893300,conf/sisap/ParedesN09,1,0,1145,0,1145,2
xu shao|luying zhou|xiaofei cheng|weiguo zheng|yixin wang,,best effort shared risk link group (srlg) failure protection in wdm networks.,2008,,,,324676,conf/icc/ShaoZCZW08,1,0,19,0,19,2
raquel a. f. mini|antonio alfredo ferreira loureiro|badri nath,,prediction-based energy map for wireless sensor networks.,2003,,,,451526,conf/ifip6-8/MiniLN03,1,0,5,0,0,2
yanzhen wang|yueshan xiong|kai xu 0004|ke tan|guangyou guo,,a mass-spring model for surface mesh deformation based on shape matching.,2006,,,,277199,conf/graphite/WangXXTG06,1,0,1093,0,1093,2
lucia rusu|raluca arba|loredana muresan,,business information systems in a cscl environment.,2008,,,,304481,conf/iadis/RusuAM08,1,0,1194,0,1194,2
changming sun,,fast algorithm for local statistics calculation for n -dimensional images.,2001,,,,2196021,journals/rti/Sun01,3,279,5,279,5,2
lars hagge|jens kreutzkamp|kathrin lappe,,the tesla requirements database,2003,,,,1906329,journals/corr/cs-DB-0306077,1,5,5,5,0,2
liangrong yi|raphael a. finkel|judy goldsmith,,planning for welfare to work.,2008,,,,242995,conf/flairs/YiFG08,3,0,1041,0,1041,2
e. boyd|kiyoshi akama|takahiko ishikawa|hidekatsu koike,,dynamic interaction of syntactic and semantic analysis by equivalent transformation.,2002,,,,311003,conf/icai/BoydAIK02,3,0,157,0,157,2
tamas peni|balázs kulcsár|jozsef bokor|michel verhaegen,,constrained hinfinity control for discrete-time lpv systems using interpolation.,2008,,,,882364,conf/cdc/PeniKBV08,1,0,44,0,44,2
chris drummond|robert c. holte,,explicitly representing expected cost: an alternative to roc representation.,2000,,,,554556,conf/kdd/DrummondH00,1,0,198,0,198,2
nattawut thepayasuwan|alex doboli,,osiris: automated synthesis of flat and hierarchical bus architectures for deep submicron systems on chip.,2004,,,,530962,conf/isvlsi/ThepayasuwanD04,1,0,5,0,5,2
andreas w. m. dress|vincent moulton|andreas spillner|taoyang wu,,barriers in metric spaces.,2009,,,,1831558,journals/appml/DressMSW09,3,132,5,132,0,2
bin cao|beth plale|girish subramanian|ed robertson|yogesh l. simmhan,,provenance information model of karma version 3.,2009,,,,891318,conf/services/CaoPSRS09,1,0,939,0,939,2
stefan wagner|florian deissenboeck|michael aichner|johann wimmer|markus schwalb,,an evaluation of two bug pattern tools for java.,2008,,,,847313,conf/icst/WagnerDAWS08,1,0,561,0,561,2
minqiang jiang|nam ling,,an improved frame and macroblock layer bit allocation scheme for h.264 rate control.,2005,,,,496318,conf/iscas/JiangL05,1,0,5,0,5,2
nicole drechsler|rolf drechsler,,exploration of sequential depth by evolutionary algorithms.,2003,,,,754334,conf/vlsi/DrechslerD03,1,0,1576,0,1576,2
kang zhang|haofen wang|duc thanh tran|yong yu,,zoomrdf: semantic fisheye zooming on rdf data.,2010,,,,789939,conf/www/ZhangWTY10,4,0,82,0,82,2
minghui liu|yanlu xie|zhiqiang yao|beiqian dai,,a new hybrid gmm/svm for speaker verification.,2006,,,,410007,conf/icpr/LiuXYD06,1,0,913,0,913,2
chris salzberg|hiroki sayama,,complex genetic evolution of artificial self-replicators in cellular automata.,2004,,,,2345209,journals/complexity/SalzbergS04,3,579,5,579,5,2
allan collins,,whither technology and schools: collected thoughts on the last and next quarter centuries (abstract).,1996,,,,537870,conf/its/Collins96,3,0,358,0,358,2
yanlin weng|xiaohan shi|hujun bao|jun zhang,,sketching mls image deformations on the gpu.,2008,,,,1873400,journals/cgf/WengSBZ08,3,59,5,59,5,2
shaohua liu|jun wei|yinglong ma|yu liu,,web service cooperation ideology.,2004,,,,766471,conf/webi/LiuWML04,1,0,271,0,271,2
chin-sean sum|ryuhei funada|junyi wang|tuncer baykas|ming lei|yoshinori nishiguchi|ryota kimura|yozo shoji|hiroshi harada|shuzo kato,,adjacent channel interference resistance of a multi-gbps millimeter-wave wpan system.,2008,,,,878403,conf/pimrc/SumFWBLNKSHK08,1,0,5,0,5,2
abdel halim elamy|behrouz homayoun far,,on the evaluation of agent-oriented software engineering methodologies: a statistical approach.,2006,,,,50404,conf/aois/ElamyF06,1,0,1997,0,1997,2
ian mcgregor,,how to reduce amhs control system costs with simulation models.,2003,,,,596468,conf/ms/McGregor03,1,0,5,0,5,2
aikaterini mitrokotsa|melanie r. rieback|andrew s. tanenbaum,,classification of rfid attacks.,2008,,,,853384,conf/iwrt/MitrokotsaRT08,1,0,2000,0,2000,2
thomas voß|tobias friedrich|karl bringmann|christian igel,,scaling up indicator-based moeas by approximating the least hypervolume contributor: a preliminary study.,2010,,,,267229,conf/gecco/VossFBI10,1,0,1738,0,1738,2
eduard c. dragut|clement t. yu|weiyi meng,,meaningful labeling of integrated query interfaces.,2006,,,,752365,conf/vldb/DragutYM06,1,0,139,0,139,2
sieger van denneheuvel|karen l. kwast|peter van emde boas|fred de geus|ernest rotterdam,,symbolic computation in rl/1.,1991,,,,176135,conf/dexa/DenneheuvelKBGR91,1,0,65,0,65,2
peter sen kee seow|chee-kit looi|baohui zhang,,developing seamless learning environment for primary science education.,2007,,,,38571,conf/aied/SeowLZ07,3,0,5,0,5,2
françois rouaix,,a web navigator with applets in caml.,1996,,,,1881161,journals/cn/Rouaix96,1,174,1618,174,1618,2
laura hill|douglas johnson|kenneth s. rubin|charles berman|james coplien|john daniels,,object-oriented project management (panel).,1995,,,,2168984,journals/oopsm/HillJRBCD95,3,580,5,580,5,2
ander altuna|alvaro cabrerizo|iñaki laresgoiti|nieves peña|daniel sastre,,co-operative and distributed configuration.,2004,,,,552103,conf/jit/AltunaCLPS04,1,0,2004,0,2004,2
matthew hague|c.-h. luke ong,,symbolic backwards-reachability analysis for higher-order pushdown systems,2008,,,,1917742,journals/corr/abs-0811-1103,3,5,5,5,5,2
carol hubbard|ole j. mengshoel|chris moon|yong se kim,,multimedia instructional software for visual reasoning: visual reasoning tutor (vrt).,1996,,,,387227,conf/icmcs/HubbardMMK96,1,0,2007,0,2007,2
tero harju|dirk nowotka,,minimal duval extensions.,2004,,,,2027367,journals/ijfcs/HarjuN04,3,71,5,71,5,2
cheng-hsi chen|ioannis g. tollis,,parallel algorithms for slicing floorplan designs.,1990,,,,721448,conf/spdp/ChenT90,4,0,926,0,926,2
susanne glissmann|stefan smolnik|ragnar schierholz|lutz kolbe|walter brenner,,proposition of an m-business procedure model for the development of mobile user interfaces.,2005,,,,386383,conf/icmb/GlissmannSSKB05,1,0,2010,0,2010,2
xin-liang tang|peng liu|zhen-zhou wang|bin liu,,a load balancing algorithm for homogeneous multiprocessor system.,2010,,,,395512,conf/icmlc/TangLWL10,1,0,268,0,268,2
yong liu|congfu xu|qiong zhang|yunhe pan,,ontology based semantic modeling for chinese ancient architectures.,2006,,,,16334,conf/aaai/LiuXZP06,1,0,198,0,198,2
phuong hoai ha|philippas tsigas|mirjam wattenhofer|roger wattenhofer,,efficient multi-word locking using randomization.,2005,,,,637420,conf/podc/HaTWW05,4,0,708,0,708,2
le duy ngan|markus kirchberg|rajaraman kanagasabai,,review of semantic web service discovery methods.,2010,,,,891598,conf/services/NganKK10,1,0,845,0,845,2
witold litwin|djamel eddine zegour|gérard lévy,,multilevel trie hashing.,1988,,,,206916,conf/edbt/LitwinZL88,1,0,1184,0,1184,2
xavier marcote|camino balbuena|ignacio m. pelayo,,"diameter, short paths and superconnectivity in digraphs.",2004,,,,1950277,journals/dm/MarcoteBP04,3,68,5,68,5,2
inmaculada leyva|irene sendiña-nadal|javier m. buldú|juan a. almendral|s. boccaletti,,generation of scale-free topology in complex networks by phase entrainment.,2009,,,,2347935,journals/ijsysc/LeyvaSBAB09,3,212,5,212,5,2
marvin c. paull|stephen h. unger,,structural equivalence and ll-k grammars,1968,,,,246884,conf/focs/PaullU68,1,0,5,0,0,2
roney pignaton|víctor a. villagrá|juan i. asensio|julio berrocal,,developing qos-aware component-based applications using mda principles.,2004,,,,208221,conf/edoc/PignatonVAB04,1,0,1708,0,1708,2
a. jánossy|ágnes kurucz|a. e. eiben,,combining algebraizable logics.,1996,,,,2161485,journals/ndjfl/JanossyKE96,3,581,5,581,5,2
alessandro zanarini|gilles pesant,,solution counting algorithms for constraint-centered search heuristics.,2007,,,,138745,conf/cp/ZanariniP07,1,0,404,0,404,2
maria wimmer|bianca von bredow,,e-government: aspects of security on different layers.,2001,,,,179198,conf/dexaw/WimmerB01,1,0,643,0,643,2
hitohisa asai,,a consideration of a practical implementation for a new convergence division.,1983,,,,2053301,journals/ipl/Asai83,3,95,5,95,5,2
mark chapman|george i. davida|marc rennhard,,a practical and effective approach to large-scale automated linguistic steganography.,2001,,,,531386,conf/isw/ChapmanDR01,1,0,722,0,722,2
mauro caporuscio|antinisca di marco|paola inverardi,,run-time performance management of the siena publish/subscribe middleware.,2005,,,,779720,conf/wosp/CaporuscioMI05,1,0,302,0,302,2
izabela szczurowska|wieslawa kuniszyk-józkowiak|elzbieta smolka,,speech nonfluency detection using kohonen networks.,2009,,,,2161175,journals/nca/SzczurowskaKS09,3,440,5,440,5,2
petra kralj novak|nada lavrac|dragan gamberger|antonija krstacic,,csm-sd: methodology for contrast set mining through subgroup discovery.,2009,,,,2087436,journals/jbi/NovakLGK09,3,208,5,208,5,2
thomas ludwig,,algebraical optimization of fta-expressions,1988,,IBM Deutschland GmbH,,2420895,tr/ibm/LILOG59,3,209,5,209,5,2
sergey i. vinitsky|vladimir p. gerdt|a. a. gusev|michael s. kaschiev|vitaly rostovtsev|v. n. samoilov|t. v. tupikova|ochbadrakh chuluunbaatar,,a symbolic-numerical algorithm for the computation of matrix elements in the parametric eigenvalue problem.,2007,,,,2177334,journals/pcs/VinitskyGGKRSTC07,3,0,5,0,5,2
prem prakash jayaraman|arkady b. zaslavsky|jerker delsing,,on-the-fly situation composition within smart spaces.,2009,,,,603182,conf/new2an/JayaramanZD09,1,0,2016,0,2016,2
diego ordóñez|carlos dafonte|bernardino arcay varela|minia manteiga,,a combination of connectionist systems and evolutionary computation techniques to achieve the optimal domain for stellar spectra signal processing.,2009,,,,902928,conf/ijcci/OrdonezDAM09,4,0,1635,0,1635,2
ian glendinning,,parallelisation of a satellite signal processing code - strategies and tools.,1999,,,,27341,conf/acpc/Glendinning99,1,0,2019,0,2019,2
massimo baleani|alberto ferrari|leonardo mangeruca|alberto l. sangiovanni-vincentelli|maurizio peri|saverio pezzini,,fault-tolerant platforms for automotive safety-critical applications.,2003,,,,91050,conf/cases/BaleaniFMSPP03,1,0,410,0,410,2
dan jensen|brian self|don rhymer|john wood|marty bowe,,a rocky journey toward effective assessment of visualization modules for learning enhancement in engineering mechanics.,2002,,,,1982960,journals/ets/JensenSRWB02,3,493,5,493,5,2
jean-françois lalande|david rodriguez|christian toinard,,security properties in an open peer-to-peer network,2010,,,,1924752,journals/corr/abs-1004-0772,3,5,5,5,0,2
houssein jaber|fabrice monteiro|stanislaw j. piestrak|abbas dandache,,design of parallel fault-secure encoders for systematic cyclic block transmission codes.,2009,,,,2320062,journals/mj/JaberMPD09,1,191,2021,191,2021,2
jürgen dix|mauricio osorio|claudia zepeda,,a general theory of confluent rewriting systems for logic programming and its applications.,2001,,,,1827776,journals/apal/DixOZ01,3,367,5,367,5,2
donna l. hudson|moses e. cohen,,management of uncertainty in a medical expert system.,1986,,,,480190,conf/ipmu/HudsonC86,1,0,5,0,5,2
david de roure|steven blackburn,,content-based navigation of music using melodic pitch contours.,2000,,,,2148396,journals/mms/RoureB00,6,238,5,238,5,2
kamen kanev|deborah turk|thomas orr|john brine,,a dynamic group environment for collaborative language learning.,2007,,,,337917,conf/icce/KanevTOB07,1,0,5,0,5,2
danilo p. mandic|phebe vayanos|soroush javidi|beth jelfs|kazuyuki aihara,,online tracking of the degree of nonlinearity within complex signals.,2008,,,,897630,conf/icassp/MandicVJJA08,1,0,394,0,394,2
david atienza|marc leeman|francky catthoor|geert deconinck|jose manuel mendias|vincenzo de florio|rudy lauwereins,,fast prototyping and refinement of complex dynamic data types in multimedia applications for consumer embedded devices.,2004,,,,386670,conf/icmcs/AtienzaLCDMFL04,1,0,2031,0,2031,2
d. dumitrescu|andrei sîrghi,,a dynamical game model for sustainable development.,2010,,,,904049,conf/nicso/DumitrescuS10,1,0,2032,0,2032,2
maximillian m. murphy|vincent r. vatter,,profile classes and partial well-order for permutations.,2002,,,,1885873,journals/combinatorics/MurphyV02,3,20,5,20,5,2
sharon goldberg|david xiao|eran tromer|boaz barak|jennifer rexford,,path-quality monitoring in the presence of adversaries.,2008,,,,700815,conf/sigmetrics/GoldbergXTBR08,1,0,249,0,249,2
mihai christodorescu|somesh jha|christopher kruegel,,mining specifications of malicious behavior.,2008,,,,873560,conf/indiaSE/ChristodorescuJK08,1,0,5,0,5,2
kiyokazu sakane|masaru ohki|jun sawamoto|yuichi fujii,,methods for partition of target systems in qualitative reasoning.,1988,,,,239914,conf/fgcs/SakaneOSF88,3,0,5,0,0,2
ahmad a. al-yamani|narendra devta-prasanna|erik chmelar|m. grinchuk|arun gunda,,scan test cost and power reduction through systematic scan reconfiguration.,2007,,,,2234930,journals/tcad/Al-YamaniDCGG07,3,220,5,220,5,2
pew-thian yap|p. raveendran,,image restoration of noisy images using tchebichef moments.,2002,,,,835743,conf/apccas/YapR02,4,0,2036,0,2036,2
ferri abolhassan|reinhard drefenstedt|jörg keller|wolfgang j. paul|dieter scheerer,,on the physical design of prams.,1993,,,,1875147,journals/cj/AbolhassanDKPS93,3,96,5,96,5,2
matt gibson|gaurav kanade|erik krohn|kasturi r. varadarajan,,quasi-polynomial time approximation schemes for target tracking,2009,,,,1920434,journals/corr/abs-0907-1080,3,5,5,5,0,2
emil lupu|naranker dulay|morris sloman|joseph s. sventek|steven heeps|stephen strowes|kevin p. twidle|sye loong keoh|alberto e. schaeffer filho,,amuse: autonomic management of ubiquitous e-health systems.,2008,,,,1899478,journals/concurrency/LupuDSSHSTKS08,3,352,5,352,5,2
shihai zhang|shujun liu|jinping ou|guangyuan wang,,improved fuzzy inference network and its applications in multi-targets optimization of the high-rise structure form selection.,2007,,,,254850,conf/fskd/ZhangLOW07,1,0,327,0,327,2
ying xiong|junjun liu|guangfu yang|chang-guo zhan,,computational determination of fundamental pathway and activation barriers for acetohydroxyacid synthase-catalyzed condensation reactions of alpha-keto acids.,2010,,,,2093657,journals/jcc/XiongLYZ10,3,0,5,0,5,2
ahmed amine jerraya|pierre g. paulin|richard norman|feliks j. welfeld,,programming models for network processors (panel).,2001,,,,528560,conf/isss/JerrayaPNW01,1,0,5,0,5,2
samuel matej|ivan g. kazantsev,,fourier-based reconstruction for fully 3-d pet: optimization of interpolation parameters.,2006,,,,2268177,journals/tmi/MatejK06,3,137,5,137,0,2
barry mccollum|andrea schaerf|ben paechter|paul mcmullan|rhydian lewis|andrew j. parkes|luca di gaspero|rong qu|edmund k. burke,,setting the research agenda in automated timetabling: the second international timetabling competition.,2010,,,,2046799,journals/informs/McCollumSPMLPGQB10,3,417,5,417,5,2
james f. geelen|geoffrey p. whittle,,branch-width and rota's conjecture.,2002,,,,2105362,journals/jct/GeelenW02,3,451,5,451,5,2
daniel martini|mario schmitz|martin kunisch,,weborientierte ansätze für eine vereinfachte herangehensweise an serviceorientierte architekturen in der landwirtschaft.,2010,,,,272058,conf/gi/MartiniSK10,1,0,717,0,717,2
l. robin keller|manel baucells|kevin f. mccardle|gregory s. parnell|ahti salo,,from the editors...,2007,,,,2403064,journals/da/KellerBMPS07,6,512,5,512,5,2
misael dario rosales ramírez|petia radeva ivanova|josepa mauri|oriol pujol,,simulation model of intravascular ultrasound images.,2004,,,,583711,conf/miccai/RamirezIMP04,1,0,5,0,5,2
xiaoping xu|fucai qian|ding liu|feng wang,,identification of a nonlinear block-oriented model.,2010,,,,399149,conf/icnc/XuQLW10,1,0,941,0,941,2
james g. oxley|dirk l. vertigan|geoffrey p. whittle,,on inequivalent representations of matroids over finite fields.,1996,,,,2106983,journals/jct/OxleyVW96,1,451,5,451,5,2
dan s. bloomberg|kris popat|thomas p. minka,,document image decoding using iterated complete path search with subsampled heuristic scoring.,2001,,,,344986,conf/icdar/BloombergPM01,1,0,82,0,82,2
faith ellen fich|victor luchangco|mark moir|nir shavit,,obstruction-free step complexity: lock-free dcas as an example.,2005,,,,765114,conf/wdag/FichLMS05a,4,0,1276,0,1276,2
simon broda|marc s. paolella,,saddlepoint approximations for the doubly noncentral t.,2007,,,,2321483,journals/csda/BrodaP07,3,347,5,347,5,2
anne h. anderson|alison newlands|jim mullin|annemarie fleming|gwyneth doherty-sneddon|jeroen m. van der velden,,impact of video-mediated communication on simulated service encounters.,1996,,,,2073919,journals/iwc/AndersonNMFDV96,3,114,5,114,5,2
ping-an he|yan-ping zhang|yu-hua yao|yi-fa tang|xu-ying nan,,the graphical representation of protein sequences based on the physicochemical properties and its applications.,2010,,,,2093630,journals/jcc/HeZYTN10,3,7,5,7,5,2
jay shankar prasad|gora chand nandi|amit kumar,,gesture based music generation.,2009,,,,896954,conf/icetet/PrasadNK09,1,0,2045,0,2045,2
h. k. lam|j. prada,,interpretation of handwritten single-stroke graffiti using support vector machines.,2009,,,,2023534,journals/ijcia/LamP09,3,310,5,310,5,2
richard j. swan|andreas bechtolsheim|kwok-woon lai|john k. ousterhout,,the implementation of the cm* multi-microprocessor.,1977,,,,32870,conf/afips/SwanBLO77,1,0,2048,0,2048,2
sampath deegalla|henrik boström,,reducing high-dimensional data by principal component analysis vs. random projection for nearest neighbor classification.,2006,,,,395027,conf/icmla/DeegallaB06,1,0,1142,0,1142,2
enrico ferro|brunella caroleo|marco cantamessa|maurizio leo,,policy incentives for innovation diffusion: an agent-based simulation.,2010,,,,210428,conf/egov/FerroCCL10,4,0,5,0,5,2
qian qian|jianhua feng|jianyong wang|lizhu zhou,,exploit sequencing to accelerate xml twig query answering.,2006,,,,165723,conf/dasfaa/QianFWZ06,1,0,5,0,5,2
carlos e. r. alves|edson cáceres|frank k. h. a. dehne|siang w. song,,a cgm/bsp parallel similarity algorithm.,2002,,,,778884,conf/wob/AlvesCDS02,1,0,2050,0,2050,2
jonathan moody|ricardo bezerra de andrade e silva|joseph vanderwaart|joseph ramsey|clark glymour,,classification and filtering of spectra: a case study in mineralogy.,2002,,,,2005390,journals/ida/MoodySVRG02,3,413,5,413,5,2
michael dorfling|wayne goddard|johannes h. hattingh|michael a. henning,,augmenting a graph of minimum degree 2 to have two disjoint total dominating sets.,2005,,,,1949285,journals/dm/DorflingGHH05,3,68,5,68,5,2
michael clausen|frank kurth|meinard müller|andreas ribbrock,,content-based retrieval in digital music libraries.,2004,,,,216223,conf/ercimdl/ClausenKMR04,1,0,776,0,776,2
ting-sheng lai|john tait,,using global colour features for general photographic image indexing and retrieval.,1998,,,,697707,conf/sigir/LaiT98,1,0,320,0,320,2
yang liu|andreas stolcke|elizabeth shriberg|mary p. harper,,comparing and combining generative and posterior probability models: some advances in sentence boundary detection in speech.,2004,,,,876951,conf/emnlp/LiuSSH04,1,0,258,0,258,2
hovav gazit|israel ben-shaul|ophir holder,,monitoring-based dynamic relocation of components in fargo.,2000,,,,572933,conf/ma/GazitBH00,1,0,1462,0,1462,2
katarzyna wilamowska|linda g. shapiro|carrie heike,,classification of 3d face shape in 22q11.2 deletion syndrome.,2009,,,,492547,conf/isbi/WilamowskaSH09,1,0,5,0,5,2
chris clark,,off-and-on tokens.,2000,,,,2213185,journals/sigplan/Clark00a,3,280,5,280,5,2
van bui|oscar hernandez|barbara m. chapman|rick kufrin|danesh tafti|pradeep gopalkrishnan,,towards an implementation of the openmp collector api.,2007,,,,620652,conf/parco/BuiHCKTG07,1,0,2054,0,2054,2
jian ma|canfeng chen|jyri p. salomaa,,mwsn for large scale mobile sensing.,2008,,,,2335940,journals/vlsisp/MaCS08,3,164,5,164,5,2
anil k. jain|lin hong|sharath pankanti,,biometric identification.,2000,,,,1855638,journals/cacm/JainHP00,3,57,5,57,5,2
angel plaza|josé p. suárez|miguel a. padron,,mesh graph structure for longest-edge refinement algorithms.,1998,,,,468705,conf/imr/PlazaSP98,1,0,5,0,5,2
shurjeel wyne|amit p. singh|fredrik tufvesson|andreas f. molisch,,a statistical model for indoor office wireless sensor channels.,2009,,,,2354792,journals/twc/WyneSTM09,3,162,5,162,0,2
naoya ohta|ken-ichi kanatani,,optimal estimation of three-dimensional rotation and reliability evaluation.,1998,,,,198327,conf/eccv/OhtaK98,1,0,377,0,377,2
xiping yang|yifu wang,,travelling wave and global attractivity in a competition-diffusion system with nonlocal delays.,2010,,,,2418212,journals/cma/YangW10,3,0,5,0,0,2
ewa grabska|katarzyna grzesiak-kopec|grazyna slusarczyk,,designing floor-layouts with the assistance of curious agents.,2006,,,,327824,conf/iccS/GrabskaGS06,3,0,1115,0,1115,2
pablo chico de guzmán|manuel carro|manuel v. hermenegildo|cláudio silva|ricardo rocha,,an improved continuation call-based implementation of tabling.,2008,,,,617206,conf/padl/GuzmanCHSR08,1,0,5,0,5,2
florian schmidt|eric sax,,funktionaler softwaretest für aktive fahrerassistenzsysteme mittels parametrierter szenario-simulation.,2009,,,,271651,conf/gi/SchmidtS09,1,0,1167,0,1167,2
x. z. wang|b. h. chen,,clustering of infrared spectra of lubricating base oils using adaptive resonance theory.,1998,,,,2097335,journals/jcisd/WangC98,1,26,5,26,5,2
daniel e. rose|jeremy j. bornstein,,information rendezvous.,1998,,,,2074305,journals/iwc/RoseB98,3,0,5,0,0,2
j. wolfgang kaltz|steffen lohmann|jürgen ziegler,,eine komponentenorientierte architektur für die kontext-sensitive adaption von web-anwendungen.,2005,,,,269508,conf/gi/KaltzLZ05,1,0,800,0,800,2
ellen w. zegura|kenneth l. calvert|samrat bhattacharjee,,how to model an internetwork.,1996,,,,474050,conf/infocom/ZeguraCB96,1,0,77,0,77,2
sebastian mirschel|katrin steinmetz|michael rempel|martin ginkel|ernst dieter gilles,,promot: modular modeling for systems biology.,2009,,,,1845868,journals/bioinformatics/MirschelSRGG09,3,61,5,61,5,2
anders friis-christensen|roberto lucchi|michael lutz|nicole ostländer,,service chaining architectures for applications implementing distributed geographic information processing.,2009,,,,1996233,journals/gis/Friis-ChristensenLLO09,3,591,5,591,5,2
nigel w. t. quinn|daniel b. cozad|gene lee,,information technology and decision support tools for stakeholder-driven river basin salinity management.,2010,,,,293358,conf/hicss/QuinnCL10,1,0,295,0,295,2
guy haworth|kenneth w. regan|giuseppe di fatta,,performance and prediction: bayesian modelling of fallible choice in chess.,2009,,,,21744,conf/acg/HaworthRF09,1,0,1258,0,1258,2
gene golovchinsky|klaus reichenberger|thomas kamps,,subverting structure: data-driven diagram generation.,1995,,,,749518,conf/visualization/GolovchinskyRK95,3,0,363,0,363,2
cheng hsu|m'hamed bouziane|laurie rattner|lester yee,,"information resources management in heterogeneous, distributed environments: a metadatabase approach.",1991,,,,2283466,journals/tse/HsuBRY91,3,29,5,29,5,2
tom yeh|john j. lee|trevor darrell,,photo-based question answering.,2008,,,,590361,conf/mm/YehLD08,1,0,5,0,5,2
hans rohnert,,moving a disc between polygons.,1991,,,,1824176,journals/algorithmica/Rohnert91,3,399,5,399,5,2
manolis christodoulakis|g. brian golding|costas s. iliopoulos|yoan josé pinzón ardila|william f. smyth,,efficient algorithms for counting and reporting segregating sites in genomic sequences.,2007,,,,2090383,journals/jcb/ChristodoulakisGIAS07,3,81,5,81,5,2
