pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
ricardo pena|luis m. alonso,specification and verification of tcsp systems by means of partial abstract data types.,1989,734903,conf/tapsoft/PenaA89,,,"tapsoft, vol.2",control and intelligent systems,,inproceedings
boris shapiro|michael shapiro|alek vainshtein,periodic de bruijn triangles: exact and asymptotic results.,2005,1950682,journals/dm/ShapiroSV05,discrete mathematics,journal of information & knowledge management,,,,article
sampath deegalla|henrik boström,classification of microarrays with knn: comparison of dimensionality reduction methods.,2007,439922,conf/ideal/DeegallaB07,,,ideal,applications of natural language to data bases,,inproceedings
jordi barrat esteve,a preliminary question: is e-voting actually useful for our democratic institutions? what do we need it for?,2006,839693,conf/ev/Esteve06,,,electronic voting,computer vision and pattern recognition,,inproceedings
pujitha weerakoon|kate klemic|fred j. sigworth|eugenio culurciello,an integrated patch-clamp amplifier for high-density whole-cell recordings.,2007,502756,conf/iscas/WeerakoonKSC07,,,,,,inproceedings
dae-ki kang|adrian silvescu|jun zhang 0002|vasant honavar,generation of attribute value taxonomies from data for data-driven construction of accurate and compact classifiers.,2004,353968,conf/icdm/KangSZH04,,,,,,inproceedings
thomas schoberth|jennifer preece|armin heinzl,online communities: a longitudinal analysis of communication activities.,2003,290478,conf/hicss/SchoberthPH03,,,hicss,grid and cooperative computing,,inproceedings
yong zhang|qi ge|rudolf fleischer|tao jiang|hong zhu,approximating the minimum weight weak vertex cover.,2006,2244741,journals/tcs/ZhangGFJZ06,theor. comput. sci.,acm transactions on computation theory (toct),smc (2),acm/ieee joint conference on digital libraries,,article
martin boesgaard|thomas christensen|erik zenner,badger - a fast and provably secure mac.,2005,26950,conf/acns/BoesgaardCZ05,,,,,,inproceedings
almudena alcaide|juan m. estévez-tapiador|julio césar hernández castro|arturo ribagorda,towards automated design of multi-party rational exchange security protocols.,2007,306319,conf/iat/AlcaideECR07,,,web intelligence/iat workshops,advances in production management systems,,inproceedings
yuan xie 0002|jianying xie|jun liu,single machine scheduling problem with fuzzy precedence delays and fuzzy processing times.,2005,254049,conf/fskd/XieXL05,,,fskd (2),ieee conference on local computer networks,,inproceedings
mingzhong zhou|jian gong|wei ding 0001,a new algorithm for long flows statistics-mgcbf.,2006,329694,conf/iccS/ZhouGD06,,,international conference on computational science (4),quality of future internet services,,inproceedings
györgy bognár|vladimir székely|márta rencz,contactless thermal characterization method of pcb-s using an ir sensor array,2007,1914304,journals/corr/abs-0711-3324,corr,international journal of wireless information networks,,,,article
douglas cenzer|johanna n. y. franklin|jiang liu 0002|guohua wu,embedding the diamond lattice in the c.e. tt-degrees with superhigh atoms.,2009,734344,conf/tamc/CenzerFLW09,,,icme,parallel problem solving from nature,,inproceedings
isabela gasparini|marcelo soares pimenta|josé palazzo m. de oliveira|amel bouzeghoub,combining ontologies and scenarios for context-aware e-learning environments.,2010,694300,conf/sigdoc/GaspariniPOB10,,,,,,inproceedings
hao he|haixun wang|jun yang 0001|philip s. yu,blinks: ranked keyword searches on graphs.,2007,703195,conf/sigmod/HeWYY07,,,sigmod conference,simulated evolution and learning,,inproceedings
xiaoping zhao|trichy m. kethara pasupathy|robert g. wilhelm,modeling and representation of geometric tolerances information in integrated measurement processes.,2006,2395825,journals/cii/ZhaoPW06,,,,,,article
lauren j. o'donnell|carl-fredrik westin|isaiah norton|stephen whalen|laura rigolo|ruth propper|alexandra golby,the fiber laterality histogram: a new way to measure white matter asymmetry.,2010,585164,conf/miccai/ODonnellWNWRPG10,,,miccai (2),symposium on theoretical aspects of computer science,,inproceedings
narayanan sundaram|anand raghunathan|srimat t. chakradhar,a framework for efficient and scalable execution of domain-specific templates on gpus.,2009,485811,conf/ipps/SundaramRC09,,,ipdps,international conference on interaction sciences,,inproceedings
arkady berenstein|anatol n. kirillov,"domino tableaux, schützenberger involution, and the symmetric group action.",2000,1948750,journals/dm/BerensteinK00,discrete mathematics,journal of information & knowledge management,,,,article
stanislaw jarzabek,flexible components with frame technology: a case study.,2001,228182,conf/euromicro/Jarzabek01,,,,,,inproceedings
dieter roller 0002|marian mesina|constanza lampasona,concurrency control and locking in knowledge base for rapid product development.,2005,99734,conf/cdve/RollerML05,,,cdve,formal methods for open object based distributed systems,,inproceedings
andreas heuer 0002|ernst georg haffner|uwe roth|christoph meinel,a hyperlink focused browse assistant for the world wide web.,2000,308504,conf/ic/HeuerHRM00,,,,,,inproceedings
jason sawin|mariana sharp|atanas rountev,generating run-time progress reports for a points-to analysis in eclipse.,2006,839979,conf/eclipse/SawinSR06,,,,,,inproceedings
andrea cappelli|andrea lodi 0002|claudio mucci|mario toma|fabio campi,a dataflow control unit for c-to-configurable pipelines compilation flow.,2004,237523,conf/fccm/CappelliLMTC04,,,,,,inproceedings
oguz findik|ismail babaoglu|erkan ülker,watermarking schema using an artificial immune system in spatial domain.,2009,903682,conf/interaction/FindikBU09,,,,,,inproceedings
vladimir v. stegailov,determinism and chaos in decay of metastable states.,2002,329282,conf/iccS/Stegailov02,,,international conference on computational science (3),international conference on artificial immune systems,,inproceedings
lars bauer|muhammad shafique|simon kramer 0002|jörg henkel,rispp: rotating instruction set processing platform.,2007,158526,conf/dac/BauerSKH07,,,dac,computer analysis of images and patterns,,inproceedings
peter hellinckx|kurt vanmechelen|gunther stuer|frans arickx|jan broeckhove,user experiences with nuclear physics calculations on a h2o metacomputing system and on the begrid.,2005,327990,conf/iccS/HellinckxVSAB05,,,international conference on computational science (2),availability,,inproceedings
chong wang|jian liu|yanqing wang,mining e-shoppers' purchase rules based on k-trees sequential pattern.,2010,256732,conf/fskd/WangLW10,,,skg,neural information processing systems,,inproceedings
cristiano azzolini|p. milanesi|andrea boni,accurate transient response model for automatic synthesis of high-speed operational amplifiers.,2006,504979,conf/iscas/AzzoliniMB06,,,iscas,international conference on biometrics,,inproceedings
seonghoon lee|tae-won kang|myung-sook ko|kwang-sik chung|joon-min gil|chong-sun hwang,a genetic algorithm method for sender-based dynamic load balancing algorithm in distributed systems.,1997,558785,conf/kes/LeeKKCGH97,,,kes (1),theoretical aspects of rationality and knowledge,,inproceedings
n. variyam vinodchandran,nondeterministic circuit minimization problem and derandomizing arthur-merlin games.,2005,2027733,journals/ijfcs/Vinodchandran05,int. j. found. comput. sci.,journal of information technology education,,,,article
shihai wang|ke chen 0001,ensemble learning with active data selection for semi-supervised pattern classification.,2007,462673,conf/ijcnn/WangC07,,,ijcnn,real time computing systems and applications,,phdthesis
marcel arrufat|gerard parís|pedro garcía lópez|antonio f. gómez-skarmeta,scomet: adapting collaborative working environments to the manet scenario.,2007,772219,conf/wetice/ArrufatPLG07,,,wetice,international conference on automated planning and scheduling,,inproceedings
laurent boyer 0002|olivier gandrillon|amaury habrard|mathilde pellerin|marc sebban,learning constrained edit state machines.,2009,434587,conf/ictai/BoyerGHPS09,,,,,,inproceedings
david botta|rodrigo werlinger|andré gagné|konstantin beznosov|lee iverson|sidney fels|brian d. fisher,towards understanding it security professionals and their tools.,2007,849515,conf/soups/BottaWGBIFF07,,,,,,inproceedings
zongkai yang|weimin lang|yunmeng tan,a new fair micropayment system based on hash chain.,2004,209334,conf/eee/YangWY04,,,,,,inproceedings
yi feng 0002|zhigang zhu|jizhong xiao,heterogeneous multi-robot localization in unknown 3d space.,2006,860489,conf/iros/FengZX06,,,,,,inproceedings
j. cao|e. m. yeh,asymptotically optimal multiple-access communication via distributed rate splitting.,2007,2261361,journals/tit/CaoY07,ieee transactions on information theory,international journal of ambient computing and intelligence (ijaci),,,,article
shin-ichiro mori|hideki saito|masahiro goshima|mamoru yanagihara|takashi tanaka|david fraser|kazuki joe|hiroyuki nitta|shinji tomita,a distributed shared memory multiprocessor asura: memory and cache architecture.,1993,673388,conf/sc/MoriSGYTFJNT93,,,sc,biometrics and electronic signatures,,inproceedings
k. a. jung|y. s. lee|h. s. yang|w. s. yang|j. h. kim|s. h. lee|b. h. kang,an integrated h.263 video codec with protocol processor.,2001,500236,conf/iscas/JungLYYKLK01,,,iscas (5),european conference on information systems,,inproceedings
christos trantakis|jürgen meixensberger|gero strauß|edgar nowatius|dirk lindner|hüseyin kemâl çakmak|heiko maaß|c. nagel|uwe g. kühnapfel,"""iomaster 7d"" - a new device for virtual neuroendoscopy.",2004,90001,conf/cars/TrantakisMSNLCMNK04,,,cars,integrating technology into computer science education,,inproceedings
johannes blömer|martin otto 0002|jean-pierre seifert,a new crt-rsa algorithm secure against bellcore attacks.,2003,98293,conf/ccs/BlomerOS03,,,,,,inproceedings
tiemin mei|fuliang yin,frequency-domain separation algorithms for instantaneous mixtures.,2004,519088,conf/isnn/MeiY04,,,isnn (1),artificial intelligence: methodology,,inproceedings
yu huang 0002|xiang ma|xianping tao|jiannong cao|jian lu,a probabilistic approach to consistency checking for pervasive context.,2008,223915,conf/euc/HuangMTCL08,,,,,,inproceedings
nathan s. hageman|alex d. leow|david w. shattuck|liang zhan|paul m. thompson|siwei zhu|arthur w. toga,segmenting crossing fiber geometries using fluid mechanics tensor distribution function tractography.,2009,492473,conf/isbi/HagemanLSZTZT09,,,isbi,international conference on computer design,,inproceedings
william s. bush|tricia a. thornton-wells|marylyn d. ritchie,association rule discovery has the ability to model complex genetic effects.,2007,815382,conf/cidm/BushTR07,,,,,,inproceedings
dag svanæs|anita das 0002|ole andreas alsos,the contextual nature of usability and its relevance to medical informatics.,2008,886482,conf/mie/SvanaesDA08,,,,,,phdthesis
andrew nelson|dickens nyabuti|john collins|wolfgang ketter|maria l. gini,ontology-driven decision support in dynamic supply-chains.,2009,771077,conf/wecwis/NelsonNCKG09,,,cec,typed lambda calculus and applications,,inproceedings
i-cheng k. chen|chih-chieh lee|matt postiff|trevor n. mudge,design optimization for high-speed per-address two-level branch predictors.,1997,335691,conf/iccd/ChenLPM97,,,iccd,international symposium on high performance computing systems,,inproceedings
jung-lok yu|driss azougagh|jin-soo kim|seung ryoul maeng,impact of exploiting load imbalance on coscheduling in workstation clusters.,2005,406908,conf/icpp/YuAKM05,,,icpp,international conference on engineering of complex computer systems,,phdthesis
behnak yaltaghian|mark h. chignell,effect of different network analysis strategies on search engine re-ranking.,2004,90842,conf/cascon/YaltaghianC04,,,,,,phdthesis
hui zhang 0002|abhishek sharma|haifeng chen|guofei jiang|xiaoqiao meng|kenji yoshihira,enabling information confidentiality in publish/subscribe overlay services.,2008,324874,conf/icc/ZhangSCJMY08,,,icc,international parallel and distributed processing symposium,,inproceedings
anhai doan|jeffrey f. naughton|akanksha baid|xiaoyong chai|fei chen 0002|ting chen|eric chu|pedro derose|byron j. gao|chaitanya gokhale|jiansheng huang|warren shen|ba-quy vuong,the case for a structured approach to managing unstructured data.,2009,111002,conf/cidr/DoanNBCCCCDGGHSV09,,,cidr,algebraic methodology and software technology,,inproceedings
susan k. newbold|kathleen kimmel|randy osteen|christel anderson|gina sauls morgan,a study of best practices for clinical documentation system implementation.,2009,887135,conf/ni/NewboldKOAM09,,,nursing informatics,text,,inproceedings
keith q. t. zhang,advanced detection techniques for cognitive radio.,2009,325956,conf/icc/Zhang09,,,icc,international parallel and distributed processing symposium,,inproceedings
matthew kwan,simultaneous attacks in differential cryptanalysis (getting more pairs per encryption).,1991,59421,conf/asiacrypt/Kwan91,,,,,,inproceedings
xiaofang zhou|sham prasher|sai sun|kai xu 0003,multiresolution spatial databases: making web-based spatial applications faster.,2004,56624,conf/apweb/ZhouPSX04,,,apweb,international symposium on memory management,,inproceedings
rui wang 0007|vincent k. n. lau|kaibin huang,a new scaling law on throughput and delay performance of wireless mobile relay networks over parallel fading channels,2009,1920865,journals/corr/abs-0908-1004,,,,,,article
yukiko kawai|yusuke fujita|tadahiko kumamoto|jianwei zhang 0002|katsumi tanaka,using a sentiment map for visualizing credibility of news sites on the web.,2008,113240,conf/cikm/KawaiFKJT08,,,wicow,world wide web,,inproceedings
ning zhang 0002|shishir agrawal|m. tamer özsu,blossomtree: evaluating xpaths in flwor expressions.,2005,352578,conf/icde/ZhangAO05,,,icde,enterprise distributed object computing conference,,inproceedings
jaime lloret|josé pedro garcía-sabater|juan a. marin-garcia,cooperative multisite production re-scheduling.,2008,99798,conf/cdve/LloretGM08,,,cdve,field programmable custom computing machines,,inproceedings
jorgen p. bansler|erling c. havn,sensemaking in technology-use mediation: adapting groupware technology in organizations.,2006,1931424,journals/cscw/BanslerH06,,,,,,article
marc rovira|jordi gonzàlez 0002|alejandro lópez|jordi mas|albert puig|jordi fabregat|gabriel fernandez,indextv: a mpeg-7 based personalized recommendation system for digital tv.,2004,388019,conf/icmcs/RoviraGLMPFF04,,,,,,inproceedings
horst hellbrück|stefan fischer,mine and mile: improving connectivity in mobile ad-hoc networks.,2004,2210112,journals/sigmobile/HellbruckF04,,,,,,article
stanley habib|quan xu,technology mapping algorithms for sequential circuits using look-up table based fpgas.,1995,274192,conf/glvlsi/HabibX95,,,great lakes symposium on vlsi,international logic programming symposium,,inproceedings
mads dam|bart jacobs 0002|andreas lundblad|frank piessens,security monitor inlining for multithreaded java.,2009,203161,conf/ecoop/DamJLP09,,,ecoop,computability and complexity in analysis,,inproceedings
huadong liu|hui zhang 0002|rauf izmailov|guofei jiang|xiaoqiao meng,real-time application monitoring and diagnosis for service hosting platforms of black boxes.,2007,466307,conf/im/LiuZIJM07,,,miccai (2),symposium on theoretical aspects of computer science,,inproceedings
felicita di giandomenico|silvano chiaradonna|andrea bondavalli|fabrizio grandoni 0002,evaluation of integrated error processing and fault diagnosis in multiprocessor systems.,2000,627552,conf/pdpta/GiandomenicoCBG00,,,pdpta,wireless network security,,inproceedings
frederick ducatelle|gianni di caro|luca maria gambardella,ant agents for hybrid multipath routing in mobile ad hoc networks.,2005,779321,conf/wons/DucatelleCG05,,,wons,principles of data mining and knowledge discovery,,inproceedings
juliana fernandes camapum|mark h. fisher,segmentation using spatial-feature clustering from image sequences.,1998,371135,conf/icip/CamapumF98,,,icip (3),information systems management,,inproceedings
isabelle jars|franck panaget,improving spoken language understanding with information retrieval and active learning methods.,2008,898567,conf/icassp/JarsP08,,,icassp,international conference on image analysis and recognition,,inproceedings
cristian hesselman|hartmut benz|pravin pawar|fei liu 0002|maarten wegdam|martin wibbels|tom broens|jacco brok,bridging context management systems for different types of pervasive computing environments.,2008,842187,conf/mobilware/HesselmanBPLWWBB08,,,apweb,international symposium on memory management,,inproceedings
chen li|mayank bawa|jeffrey d. ullman,minimizing view sets without losing query-answering power.,2001,355712,conf/icdt/LiBU01,,,icdt,foundations of software science and computation structure,,inproceedings
shao-shan huang|debra l. fulton|david j. arenillas|paul perco|shannan j. ho sui|james r. mortimer|wyeth w. wasserman,identification of over-represented combinations of transcription factor binding sites in sets of co-expressed genes.,2006,51047,conf/apbc/HuangFAPSMW06,,,apbc,iberoamerican congress on pattern recognition,,incollection
ari frank|stephen tanner|pavel a. pevzner,peptide sequence tags for fast database search in mass-spectrometry.,2005,654394,conf/recomb/FrankTP05,,,recomb,british national conference on databases,,inproceedings
jong-kwon lee|yong jae kim|jae woong chung|tag gon kim,adaptive acknowledgment scheme for efficient error control in atm clustering system.,1998,334913,conf/icccn/LeeKCK98,,,icccn,symposium on operating systems principles,,phdthesis
hideyuki nakashima,selected papers from prima '99: the second pacific rim international workshop on multi-agents - preface.,2001,2164948,journals/ngc/Nakashima01,,,,,,article
tianzhu wang|wenhui li|wang yi 0002|zihou ge|dongfeng han,an adaptive stochastic collision detection between deformable objects using particle swarm optimization.,2006,233085,conf/evoW/TianzhuWYZD06,,,evoworkshops,international workshop on the web and databases,,inproceedings
mohamad izani zainal abidin|aishah abdul razak|jong sze joon|sharifah nur anthasha,implementing understanding of photography principles to create effective photorealistic 3d rendering.,2003,539666,conf/iv/AbidinRJA03,,,iv,international conference on artificial intelligence,,inproceedings
umamaheswari c. devi|james h. anderson,desynchronized pfair scheduling on multiprocessors.,2005,481596,conf/ipps/DeviA05,,,ipdps,international conference on interaction sciences,,inproceedings
k. r. s. kodagoda|w. sardha wijesoma|eam khwang teoh,robust un-coupled fuzzy controller for longitudinal and lateral control of an agv.,1999,259748,conf/fuzzy/KodagodaWT99,,,fuzzy days,international database engineering and application symposium,,inproceedings
jian zhang 0001,automatic symmetry breaking method combined with sat.,2001,665572,conf/sac/Zhang01,,,sac,international conference on robotics and automation,,inproceedings
xiaohua hu|guangrong li|illhoi yoo|xiaodan zhang|xuheng xu,a semantic-based approach for mining undiscovered public knowledge from biomedical literature.,2005,803955,conf/grc/HuLYZX05,,,grc,computer aided verification,,phdthesis
isabel a. nepomuceno-chamorro|juan a. nepomuceno|roberto ruiz sánchez,resop: un método para la reducción de bases de datos.,2006,552032,conf/jisbd/Nepomuceno-ChamorroNS06,,,jisbd,inroads (acm sigcse bulletin)|acm sigcse bulletin,,inproceedings
qingcang yu|xiaojun jia|jian tao|yun zhao,an encoded mini-grid structured light pattern for dynamic scenes.,2005,367116,conf/icic/YuJTZ05,,,icic (1),symposium on access control models and technologies,,inproceedings
n. model|peter rudolph|p. lasch|k. bellmann,mehrkriterielle sanierungsstrategien für fluß- und luft-schadstoffemittenten.,1990,193048,conf/ebernburg/ModelRLB90,,,"analyse dynamischer systeme in medizin, biologie und okologie",workshop logische programmierung,,inproceedings
en zhou|xiaolin hou|zhan zhang|hidetoshi kayama,a preamble structure and synchronization method based on central-symmetric sequence for ofdm systems.,2008,808412,conf/vtc/ZhouHZK08,,,vtc spring,brazilian symposium on geoinformatics,,inproceedings
abhi dattasharma,the size of a generalized voronoi diagram for convex polyhedra in d-dimensions.,1994,95985,conf/cccg/Dattasharma94a,,,cccg,business information systems,,inproceedings
jaydip sen|m. girish chandra|p. balamuralidhar|harihara s. g.|harish reddy,a scheme of certificate authority for ad hoc networks.,2007,179413,conf/dexaw/SenCBGR07,,,dexa workshops,mathematics and computers in simulation,,inproceedings
diyar akay|ergün eraslan|cengiz yoldas,the impact of automation and fms in flight safety: results of a survey and an experimental study.,2007,283878,conf/hci/AkayEY07,,,,,,inproceedings
tobias lutz|christoph hausl|ralf kötter,bits through relay cascades with half-duplex constraint,2009,1920007,journals/corr/abs-0906-1599,corr,international journal of wireless information networks,,,,article
rainer koschke|stanislaw jarzabek|james r. cordy|katsuro inoue,third international workshop on software clones (iwsc).,2009,147629,conf/csmr/KoschkeJCI09,,,csmr,british national conference on databases,,inproceedings
yasuhiro fujii|ryu ebisawa|satoshi kai|takaaki yamada|yoshinori honda,high-accuracy text search of hardcopy logs.,2009,456581,conf/iiwas/FujiiEKYH09,,,iiwas,application specific systems,,inproceedings
jörg müller|antonio krüger|tsvi kuflik,maximizing the utility of situated public displays.,2007,744354,conf/um/MullerKK07,,,user modeling,international symposium on algorithms and computation,,inproceedings
philip h. carns|samuel lang|robert b. ross|murali vilayannur|julian m. kunkel|thomas ludwig 0002,small-file access in parallel file systems.,2009,485891,conf/ipps/CarnsLRVKL09,,,ipdps,international conference on interaction sciences,,inproceedings
allison n. tegge|sandra l. rodriguez-zas|jonathan v. sweedler|bruce r. southey,enhanced prediction of cleavage in bovine precursor sequences.,2007,825080,conf/isbra/TeggeRSS07,,,,,,inproceedings
feng xu 0002|xiaoshuan zhang|xiaomei guo|zetian fu,vegrisk: a decision support system for risk management of vegetable supply chain.,2008,876023,conf/icnsc/0002ZGF08,,,icnsc,embedded networked sensor systems,,phdthesis
zhiguo gong|qian liu|jingbai zhang,web image retrieval refinement by visual contents.,2006,762757,conf/waim/GongLZ06,,,waim,formal methods in computer aided design,,inproceedings
veronika stefanov|beate list|birgit korherr,extending uml 2 activity diagrams with business intelligence objects.,2005,170237,conf/dawak/StefanovLK05,,,,,,inproceedings
suxiang zhang|xiaojie wang|juan wen|ying qin|yixin zhong,a probabilistic feature based maximum entropy model for chinese named entity recognition.,2006,339858,conf/iccpol/ZhangWWQZ06,,,iccpol,acm symposium on theory of computing,,inproceedings
ergina kavallieratou|doru-cristian balcan|maria-florina popa|nikos fakotakis,handwritten text localization in skewed documents.,2001,373066,conf/icip/KavallieratouBPF01,,,,,,inproceedings
y. tanaka|k. iwasawa|s. gotoo|yukio umetani,compiling techniques for first-order liner recurrences on a vector computer.,1988,673633,conf/sc/TanakaIGU88,,,sc,biometrics and electronic signatures,,inproceedings
ajay k. gupta 0002|r. sekar,an approach for detecting self-propagating email using anomaly detection.,2003,652928,conf/raid/GuptaS03,,,,,,inproceedings
suresh thummalapenta|tao xie,spotweb: detecting framework hotspots via mining open source repositories on the web.,2008,597383,conf/msr/ThummalapentaX08,,,msr,international conference on program comprehension,,inproceedings
nitin jindal|bing liu,a generalized tree matching algorithm considering nested lists for web data extraction.,2010,678191,conf/sdm/JindalL10,,,sdm,text retrieval conference,,inproceedings
farhana h. zulkernine|patrick martin|chris craddock|kirk wilson,a policy-based middleware for web services sla negotiation.,2009,438491,conf/icws/ZulkernineMCW09,,,icws,international symposium on intelligence computation and applications,,inproceedings
mauricio moraes|luciano cavalheiro da silva|alberto e. schaeffer filho|cláudio fernando resin geyer|adenauer c. yamin|iara augustin,a scalable dissemination service for the isam architecture.,2005,671380,conf/sbac-pad/MoraesSSGYA05,,,sbac pad,digital game and intelligent toy enhanced learning,,inproceedings
tao xie|jian pei|ahmed e. hassan,mining software engineering data.,2007,428803,conf/icse/XiePH07,,,icse companion,modellierung,,phdthesis
ding lin|chongcheng chen|liyu tang|qinmin wang,geometrical shapes and swaying movements of realistic tree: design and implementation.,2009,892824,conf/vrcai/LinCTW09,,,,,,inproceedings
bin yang|yu peng|henry chi-ming leung|siu-ming yiu|jing-chi chen|francis yuk-lun chin,unsupervised binning of environmental genomic fragments based on an error robust selection of l-mers.,2010,1851420,journals/bmcbi/YangPLYCC10,bmc bioinformatics,international journal of intelligent information and database systems (ijiids),,,,inproceedings
luis e. garza|francisco j. cantu|salvador acevedo,integration of fault detection and diagnosis in a probabilistic logic framework.,2002,307112,conf/iberamia/GarzaCA02,,,iberamia,case based reasoning and development,,inproceedings
sinan kockara|emre ermisoglu|fatih sen|tansel halic|coskun bayrak|richard rowe,a scooping simulation framework for artificial cervical disc replacement surgery.,2009,712951,conf/smc/KockaraESHBR09,,,aina workshops,european conference on digital libraries,,inproceedings
eduardo ruiz-pesini|marie t. lott|vincent procaccio|jason c. poole|marty c. brandon|dan mishmar|christina yi|james kreuziger|pierre baldi|douglas c. wallace,an enhanced mitomap with a global mtdna mutational phylogeny.,2007,2159448,journals/nar/Ruiz-PesiniLPPBMYKBW07,nucleic acids research,international journal of ad hoc and ubiquitous computing (ijahuc),,,,article
iyad alagha|liz burd,an ontology based approach for context based collaborative browsing.,2009,318100,conf/icalt/AlAghaB09,,,icalt,vector and parallel processing,,inproceedings
hideki imai|goichiro hanaoka|ueli m. maurer|yuliang zheng,introduction to the special issue on information theoretic security.,2008,2261687,journals/tit/ImaiHMZ08,ieee transactions on information theory,international journal of ambient computing and intelligence (ijaci),,,,inproceedings
kaustubh pathak|andreas birk 0002|jann poppinga,sub-pixel depth accuracy with a time of flight sensor using multimodal gaussian analysis.,2008,859387,conf/iros/PathakBP08,,,iros,information processing in sensor networks,,inproceedings
vipul gupta|douglas stebila|stephen fung|sheueling chang shantz|nils gura|hans eberle,speeding up secure web transactions using elliptic curve cryptography.,2004,601580,conf/ndss/GuptaSFSGE04,,,ndss,visualization in biomedical computing,,inproceedings
daniel prince|andrew scott|w. d. shepherd,on demand network level service deployment in ad hoc networks.,2003,451561,conf/ifip6-8/PrinceSS03,,,,,,inproceedings
ester del castillo|david cerrillo|luis jiménez|miguel delgado|josé a. olivas,swarm approach to build multi-classifiers.,2003,311059,conf/icai/CastilloCJDO03,,,,,,phdthesis
david silver|richard s. sutton|martin müller 0003,reinforcement learning of local shape in the game of go.,2007,460787,conf/ijcai/SilverSM07,,,lics,symposium on fault tolerant computing,,inproceedings
ivan damgård|thomas brochmann pedersen 0002|louis salvail,a quantum cipher with near optimal key-recycling.,2005,141128,conf/crypto/DamgardPS05,,,crypto,acm southeast regional conference,,inproceedings
yasuharu den,generalized chart algorithm: an efficient procedure for cost-based abduction.,1994,23235,conf/acl/Den94,,,acl,international workshop on advanced research in geographic information systems,,inproceedings
patricia l. whetzel|helen e. parkinson|helen c. causton|liju fan|jennifer fostel|gilberto fragoso|laurence game|mervi heiskanen|norman morrison|philippe rocca-serra|susanna-assunta sansone|chris j. taylor 0002|joseph white|christian j. stoeckert jr.,the mged ontology: a resource for semantics-based description of microarray experiments.,2006,1844187,journals/bioinformatics/WhetzelPCFFFGHMRSTWJ06,bioinformatics,international journal of cognitive informatics and natural intelligence (ijcini),,,,article
alexandre proutiere,random multi-access protocols in networks with partial interaction and non-saturated nodes: a mean field approach.,2007,799842,conf/valuetools/Proutiere07,,,,,,inproceedings
angel fernando kuri morales,training neural networks using non-standard norms - preliminary results.,2000,581868,conf/micai/Morales00,,,iberamia,application specific systems,,inproceedings
timothy f. oliver|bertil schmidt|douglas l. maskell|achutavarrier prasad vinod,a reconfigurable architecture for scanning biosequence databases.,2005,497723,conf/iscas/OliverSMV05,,,iscas (5),integration of ai and or techniques in constraint programming,,inproceedings
wesley w. chu|kuorong chiang|chih-cheng hsu|henrick yau,an error-based conceptual clustering method for providing approximate query answers.,1996,1853170,journals/cacm/ChuCHY96,commun. acm,tapos   theory and practice of object systems,,,,incollection
vitaly maiorov|ron meir,lower bounds for multivariate approximation by affine-invariant dictionaries.,2001,2258684,journals/tit/MaiorovM01,ieee transactions on information theory,international journal of ambient computing and intelligence (ijaci),,,,article
ying xu 0002|lusheng wang|hao zhao|jianping li,exact matching of rna secondary structure patterns.,2005,2244653,journals/tcs/XuWZL05,theor. comput. sci.,acm transactions on computation theory (toct),,,,article
amit kumar 0002|li-shiuan peh|partha kundu|niraj k. jha,express virtual channels: towards the ideal interconnection fabric.,2007,493832,conf/isca/KumarPKJ07,,,,,,inproceedings
abhishek p. patil|yunhao liu|lionel m. ni|li xiao|abdol-hossein esfahanian,poma: prioritized overlay multicast in ad hoc environments.,2003,294119,conf/hipc/PatilLNXE03,,,,,,inproceedings
wael bachta|pierre renaud|edouard laroche|jacques gangloff,cardiolock2: parallel singularities for the design of an active heart stabilizer.,2009,423732,conf/icra/BachtaRLG09,,,icra,journal of computing and information technology,,inproceedings
ross j. todd,"back to our beginnings: information utilization, bertram brookes and the fundamental equation of information science.",1999,2060736,journals/ipm/Todd99,inf. process. manage.,international journal of knowledge management (ijkm),cdc,working conference on reverse engineering,,inproceedings
norman adams|pavel curtis|mike spreitzer,first-class data-type representations in schemexerox.,1993,635580,conf/pldi/AdamsCS93,,,pldi,wirtschaftsinformatik,,inproceedings
max chevalier|christine julien 0002|chantal soulé-dupuy|nathalie vallès-parlangeau,personalized information access through flexible and interoperable profiles.,2007,777040,conf/wise/ChevalierJSV07,,,wise workshops,ada europe,,inproceedings
yael maon|amiram yehudai,balance of many-valued transductions and equivalence problems.,1986,2242692,journals/tcs/MaonY86,theor. comput. sci.,acm transactions on computation theory (toct),,,,article
markus hofmann|brendan tierney,development phases of a generic data mining life cycle (dmlc).,2007,838342,conf/setp/HofmannT07,,,setp,lss / ieee computer society bioinformatics conference,,inproceedings
ioannis p. vlahavas|nick bassiliades|ilias sakellariou|martín molina|sascha ossowski|ivan futó|zoltán pásztor|jános szeredi|igor velbitskiy|sergey yershov|igor netesin,expernet: an intelligent multiagent system for wan management.,2002,1985134,journals/expert/VlahavasBSMOFPSVYN02,ieee intelligent systems,international journal of data mining and bioinformatics (ijdmb),,,,article
jun sun 0001|yang liu 0003|jin song dong|chunqing chen,integrating specification and programs for system modeling and verification.,2009,814940,conf/tase/SunLDC09,,,,,,phdthesis
tao xie|mithun acharya|suresh thummalapenta|kunal taneja,improving software reliability and productivity via mining program source code.,2008,485605,conf/ipps/XieATT08,,,ccgrid,european journal of combinatorics,,inproceedings
